,PROJECT,DATE,SITE,SAMPLE,SUBSTRATE,AVERAGE.DEPTH,CPOM.OM.AREA.g.m2,CPOM.ASH.AREA.g.m2,EPIL.OM.AREA.g.m2,EPIL.ASH.AREA.g.m2,EPIL.CHLA.MG.M2.HAUER,EPIL.PHAEO.MG.M2.HAUER,EPIL.640.664,PHICOCYANIN.MG.M2,EPIL.CHLA.MG.M2.RITCHIE,EPIL.CHLB.MG.M2.RITCHIE,EPIL.CHLC.MG.M2.RITCHIE,EPIL.CHLD.MG.M2.RITCHIE,EPIL.CHL.TOTAL.MG.M2.RITCHIE,EPIP.OM.AREA.g.m2,EPIP.ASH.AREA.g.m2,EPIP.CHLA.MG.M2.HAUER,EPIP.PHAEO.MG.M2.HAUER,EPIP.640.664,EPIP.PHICOCYANIN.MG.M2,EPIP.CHLA.MG.M2.RITCHIE,EPIP.CHLB.MG.M2.RITCHIE,EPIP.CHLC.MG.M2.RITCHIE,EPIP.CHLD.MG.M2.RITCHIE,EPIP.CHL.TOTAL.MG.M2.RITCHIE,FBOM.AREA.g.m2,FBOM.ASH.AREA.g.m2,FBOM.CHLA.MG.M2.HAUER,FBOM.PHAEO.MG.M2.HAUER,FBOM.640.664,FBOM.PHICOCYANIN.MG.M2,FBOM.CHLA.MG.M2.RITCHIE,FBOM.CHLB.MG.M2.RITCHIE,FBOM.CHLC.MG.M2.RITCHIE,FBOM.CHLD.MG.M2.RITCHIE,FBOM.CHL.TOTAL.MG.M2.RITCHIE,FILA.OM.AREA.g.m2,FILA.ASH.AREA.g.m2,FILA.CHLA.MG.M2.HAUER,FILA.PHAEO.MG.M2.HAUER,FILA..640.664,FILA.CHLA.MG.M2.RITCHIE,FILA.CHLB.MG.M2.RITCHIE,FILA.CHLC.MG.M2.RITCHIE,FILA.CHLD.MG.M2.RITCHIE,FILA.CHL.TOTAL.MG.M2.RITCHIE,MACRO.OM.AREA.g.m2,MACRO.ASH.AREA.g.m2,TOTAL.ALGAL.BIOMASS.g.m2,TOTAL.CHLA.MG.M2.RITCHIE
257,LTREB,6/22/2021,DL,1,COBBLE,14.625,,,14.8953846,40.26664409,3.059282838,41.75921073,1.185667752,40.29119692,28.29143989,3.144190622,1.771976231,0.281767479,33.48955183,,,,,,,,,,,,3.15E-08,2.35E-07,-890.3115,1212.854175,4634.146341,1.7506125,-164.3282258,-251.6372235,-348.0426203,-56.5997445,-820.6083259,,,,,,,,,,,,,1.49E+01,-136.0367859
258,LTREB,6/22/2021,DL,2,COBBLE,17,,,22.94520587,57.80145811,4.292361124,104.69459,1.179268293,60.69518471,66.77920908,9.989326179,5.846753405,0.648937189,83.26463361,,,,,,,,,,,,2.72E-08,1.56E-07,-1452.48,1967.2026,4468.085106,23.732,-259.471221,-393.142493,-546.968914,-78.719554,-1278.302913,,,,,,,,,,,,,2.29E+01,-192.6920119
259,LTREB,6/22/2021,DL,3,COBBLE,24.375,,,17.52019924,38.35503076,1.545250005,39.65673421,1.297674419,18.26730683,25.21824542,5.864228503,0.761072193,0.142278223,31.98596798,,,,,,,,,,,,8.21E-08,6.56E-07,-767.95875,1050.411375,10000,41.071875,-136.8759113,-206.8461525,-299.1603956,-38.94184125,-681.8246663,,,,,,,,,,,,,1.75E+01,-111.6576658
260,LTREB,6/22/2021,DL,4,COBBLE,16.75,,,10.47587489,8.143355868,1.857421723,29.57670943,1.214953271,19.02026034,19.70518532,2.495991771,1.246703588,0.107157151,23.55515936,,,,,,,,,,,,1.45E-08,1.43E-07,-724.5045,978.081075,7307.692308,16.081675,-134.1036658,-200.4200983,-279.0613818,-42.035867,-655.6214148,,,,,,,,,,,,,1.05E+01,-114.3984804
261,LTREB,6/22/2021,DL,5,COBBLE,17,,,12.14546745,36.31246899,1.654510106,32.742755,1.198697068,16.14851437,21.18344392,1.738584006,2.109813937,0.202928453,25.23490603,,,,,,,,,,,,4.08E-08,1.86E-07,-1012.197,1352.1681,4512.195122,18.071,-188.598034,-272.990114,-421.450145,-78.58743,-961.626505,,,,,,,,,,,,,1.21E+01,-167.4145901
278,LTREB,7/7/2021,DL,1,COBBLE,8.5,,,6.734490998,22.58860522,0.374606062,28.55746877,1.311377246,8.960614411,17.49928022,0.998397644,1.671192937,0.226689514,20.3956749,,,,,,,,,,,,1.75E-08,1.55E-08,,,1.292682927,3.56575,2192.586806,115.2066389,254.8625833,2.004111111,2564.674306,,,,,,,,,,,,,6.73E+00,2210.086086
279,LTREB,7/7/2021,DL,2,COBBLE,31.5,,,14.71708428,70.8641492,0.296563132,16.41476937,1.777777778,11.85141806,9.837778823,1.312220774,1.241795916,0.559651284,12.95151177,,,,,,,,,,,,1.95E-07,9.43E-07,,,1.254545455,4.74075,19584.4194,927.70335,1443.608775,440.696025,22396.55828,,,,,,,,,,,,,1.47E+01,19594.25718
280,LTREB,7/7/2021,DL,3,COBBLE,29.5,,,18.50114332,112.8167544,0.671169194,36.25655986,1.335012594,11.8497812,22.37241355,1.393013924,2.27786328,0.325494435,26.36893149,,,,,,,,,,,,2.12E-07,1.18E-06,,,1.325396825,52.4215,38896.60893,2989.217163,2808.788302,1409.840674,46104.7144,,,,,,,,,,,,,1.85E+01,38918.98134
281,LTREB,7/7/2021,DL,4,COBBLE,11,,,7.562272183,21.88475738,1.070748993,29.33852241,1.349480969,12.98762957,18.40807378,1.817717011,1.598161907,0.531738304,22.35581074,,,,,,,,,,,,9.18E-08,4.52E-07,,,1.325842697,21.406,26039.31388,1132.175647,2530.148824,558.1626471,30259.97506,,,,,,,,,,,,,7.56E+00,26057.72196
282,LTREB,7/7/2021,DL,5,COBBLE,16.5,,,12.89842095,55.65308533,0.524448486,38.26725789,1.365625,16.70247302,23.40636969,2.433914356,2.189286309,0.478293091,28.50801338,,,,,,,,,,,,1.55E-06,-4.41E-07,,,1.41813602,25.839,36694.54718,2268.432375,3319.908075,726.11385,43009.2432,,,,,,,,,,,13.5087342,8.954768498,1.29E+01,36717.95354
105,LTREB,7/20/2021,DL,1,COBBLE,34.25,,,12.69264484,95.24861868,-1.723187884,46.0521962,1.226635514,18.48500861,25.46875941,2.975158639,2.500495135,0.600769234,31.54534484,,,,,,,,,,,,2.33E-07,1.83E-06,-0.249402273,91.49738045,1.318471338,50.964,54.72786265,4.452478205,4.129177198,2.386607566,65.69649303,,,,,,,,,,,,,1.27E+01,80.19662206
106,LTREB,7/20/2021,DL,2,COBBLE,20.375,,,2.739394515,9.530006271,-0.206033334,18.66662006,1.307086614,8.295349588,10.96684918,0.447503244,1.297624174,0.089786163,12.80183491,,,,,,,,,,,,5.32E-08,2.70E-07,-0.741835227,30.51415568,1192.982456,30.786625,17.64803038,0.939472727,1.249609864,0.634922045,20.47215448,,,,,,,,,,,,,2.74E+00,28.61487955
107,LTREB,7/20/2021,DL,3,COBBLE,6.375,,,10.34901859,37.45534485,-0.295002274,24.45568848,1.193083573,10.19801867,14.33603324,1.010786436,1.369877125,0.245488297,16.96227865,,,,,,,,,,,,3.29E-08,2.48E-07,0.100125,13.0062375,1.23655914,13.980375,7.869508125,0.422503125,0.61562325,0.23998425,9.147671625,,,,,,,,,,,,,1.03E+01,22.20554137
108,LTREB,7/20/2021,DL,4,COBBLE,26.25,,,5.598045642,26.61293127,-0.118625253,16.72616066,1.176767677,11.11167631,9.767667745,0.739225037,1.033662245,0.168848164,11.70946672,,,,,,,,,,,,1.67E-07,1.32E-06,-1.40175,76.71076875,1.355263158,49.37625,44.66591719,3.361214063,3.907287563,2.03249025,53.96721094,,,,,,,,,,,,,5.60E+00,54.43358493
109,LTREB,7/20/2021,DL,5,COBBLE,35.125,,,7.766879114,32.71664832,-0.994266922,33.60622197,1.16875,13.84206812,19.10561826,1.274479961,2.099014508,0.208946603,22.68818328,,,,,,,,,,,,5.97E-08,1.30E-07,0.521020833,21.36185417,1.271186441,43.62525,13.07859276,0.216169007,0.792564403,0.153010354,14.24042433,,,,,,,,,,,,,7.77E+00,32.18421102
129,LTREB,8/3/2021,DL,1,COBBLE,3.4375,,,9.885437741,59.41668368,-0.138916415,44.38379445,1.435555556,14.85937378,26.44828316,2.693289073,2.946869282,0.819088121,32.90770185,,,,,,,,,,,,1.72E-08,8.90E-08,-0.195279255,8.314990691,1.335616438,6.5621875,4.742177527,0.421465878,0.529199029,0.196278178,5.889152207,,,,,,,,,,,1.12676408,6.150253938,9.89E+00,31.19046069
130,LTREB,8/3/2021,DL,2,COBBLE,5.75,,,7.598516839,24.04891412,-0.522887628,61.86806413,1.358943577,12.11845933,36.60725237,4.281635769,5.028324002,0.677688608,46.59513262,,,,,,,,,,,,2.55E-08,1.59E-07,-0.073107143,6.060582143,1.301724138,7.49225,3.510592952,0.247739571,0.354033798,0.131308095,4.243697964,,,,,,,,,,,1.071820237,4.021519672,7.60E+00,40.11784533
131,LTREB,8/3/2021,DL,3,COBBLE,3.6875,,,8.046313723,42.48107568,5.65967325,49.64341965,1.845942228,9.971372652,34.74157395,6.774990099,4.805777673,1.90563357,48.22819462,,,,,,,,,,,,2.25E-08,1.25E-07,-0.16409375,10.92317396,1.332129964,6.18025,6.291467049,0.454697431,0.640450326,0.217870611,7.604527413,,,,,,,,,,,,,8.05E+00,41.033041
132,LTREB,8/3/2021,DL,4,COBBLE,3.4375,,,7.510828154,18.82851441,-0.274711112,55.27187572,1.367132867,9.789798615,33.01770345,2.949166801,4.090035876,0.475854177,40.53297226,,,,,,,,,,,,2.42E-08,1.33E-07,-0.161966912,9.232113971,1.555084746,6.1428125,5.206991342,0.616995055,0.505074099,0.347250588,6.676346268,,,,,,,,,,,,,7.51E+00,38.2246948
133,LTREB,8/3/2021,DL,5,COBBLE,8.625,,,8.022930074,27.22675206,0.683656063,67.27175657,1.295774648,17.12980921,41.18047188,2.726539015,6.200922654,0.708953044,50.8171563,,,,,,,,,,,,2.24E-08,9.54E-08,-0.2047,10.593225,1.384615385,14.19675,5.9280154,0.5219758,0.697742567,0.2838177,7.431591333,,,,,,,,,,,,,8.02E+00,47.10848728
57,LTREB,8/17/2021,DL,1,COBBLE,9.375,,,5.143233663,15.62378528,-0.129551263,14.1858633,1.253246753,11.810029,8.271414365,0.589824096,0.982262043,0.076536654,9.920090532,,,,,,,,,,,,9.17E-09,4.54E-08,0.319547872,5.570784574,1.280487805,5.7890625,3.245990824,0.15249375,0.390103324,0.057309973,3.845919415,,,,,,,,,,,,,5.14E+00,11.51740519
58,LTREB,8/17/2021,DL,2,COBBLE,20.625,,,9.94681982,50.89860483,0.777307578,56.9896006,1.230171073,32.84391383,35.50701618,2.287347396,4.189944523,0.412696951,42.39723601,,,,,,,,,,,,1.01E-07,7.12E-07,-0.268628049,45.96225915,1.377593361,24.151875,26.76811299,2.316177439,2.763491433,1.04874,32.89669994,,,,,,,,,,,,,9.95E+00,62.27512917
59,LTREB,8/17/2021,DL,3,COBBLE,21,,,9.470377966,67.22214582,0.257541667,9.739757605,2.137096774,4.522105479,5.779089016,0.934858803,2.095645398,0.961706886,9.771343333,,,,,,,,,,,,1.43E-07,1.09E-06,4.539,48.1668,1.584717608,36.162,33.452706,3.69926,3.588865,1.535806,42.276858,,,,,,,,,,,,,9.47E+00,39.23179502
60,LTREB,8/17/2021,DL,4,COBBLE,36.125,,,9.712398736,47.19405019,0.48698788,47.15260151,1.406417112,15.80886686,28.25960757,4.909337588,2.934923201,0.891904623,36.99594808,,,,,,,,,,,,1.39E-07,8.63E-07,1.071708333,95.70355417,1.432432432,58.125125,55.71004833,5.692027597,6.019974361,2.686269049,70.10869063,,,,,,,,,,,,,9.71E+00,83.9696559
61,LTREB,8/17/2021,DL,5,COBBLE,37.625,1.889590037,4.51464181,4.195026684,21.49951176,0.107699243,35.77768844,1.295218295,18.08298522,21.5899767,2.874800962,1.704520419,0.357972518,26.52740532,,,,,,,,,,,,1.27E-07,9.40E-07,5.0229375,59.54464091,1.403755869,36.0297,40.24890593,3.962644477,4.352641284,1.705489943,50.26994843,,,,,,,,,,,,,4.20E+00,61.83888263
300,LTREB,9/22/2021,DL,1,COBBLE,16,,,17.78326529,98.17625158,29.21927282,9.721027302,1.40066778,22.10807123,35.19685911,4.257483651,3.669476828,1.039705971,44.16375127,,,,,,,,,,,,8.04E-08,4.93E-07,9.968,4.984,1.281818182,11.4576,12.86708565,0.75347392,1.264971627,0.37967904,15.26529632,,,,,,,,,,,,,1.78E+01,48.06394477
301,LTREB,9/22/2021,DL,2,COBBLE,13.875,,,12.88672913,71.4171725,30.80198343,11.09489503,1.496027242,19.3416686,38.27884823,0.887678029,5.456454091,1.143385459,45.76662818,,,,,,,,,,,,5.21E-08,1.02E-07,-15.0243125,32.6007,1.224489796,5.303025,2.919343167,-1.469906708,-0.928406313,7.833521292,8.354647792,,,,,,,,,,,,,1.29E+01,41.1981914
302,LTREB,9/22/2021,DL,3,COBBLE,24.25,,,5.479958213,72.6974273,11.27564246,7.892949721,1.455172414,16.67616641,16.11874808,1.431544064,1.497834465,0.410966701,19.45919839,,,,,,,,,,,,9.15E-08,2.67E-07,6.972807692,1.162134615,1.392857143,10.67485,7.327831423,-1.512154141,-1.195099692,-0.372598141,4.248031679,,,,,,,,,,,,,5.48E+00,23.4465795
303,LTREB,9/22/2021,DL,4,COBBLE,27.375,,,15.62729283,77.99265468,40.4449678,25.85406169,1.423003802,22.28567004,56.57562244,4.972707161,6.733524844,0.85161124,69.13382952,,,,,,,,,,,,9.99E-08,6.72E-07,7.67458125,4.348929375,1.268656716,12.4611,10.02560921,0.754293487,0.945900694,0.226480219,11.95234931,,,,,,,,,,,,,1.56E+01,66.60123165
304,LTREB,9/22/2021,DL,5,COBBLE,22,,,7.922380382,27.111003,19.6418445,8.04903558,1.289044289,16.14313613,24.09523676,8.924296049,0.094214594,0.368919532,33.48279142,,,,,,,,,,,,,,2.237714286,0.699285714,1.318181818,4.7894,2.573940286,0.448643905,0.20871819,0.056441524,3.287759619,,,,,,,,,,,,,7.92E+00,26.66917704
320,LTREB,10/13/2021,DL,1,COBBLE,18.5,,,13.05392222,57.97975843,19.55443642,7.378178558,1.28369906,21.04224449,23.77891995,2.445615031,2.515850219,0.498521152,29.23905893,,,,,,,,,,,,3.38E-08,8.93E-08,3.704625,5.63103,1.25,6.6674,5.80619725,0.55072465,0.4585965,0.2774741,7.09303135,,,,,,,,,,,,,1.31E+01,29.5851172
321,LTREB,10/13/2021,DL,2,COBBLE,16,,,10.46885979,54.46402676,20.21311875,7.195870274,1.28125,16.23538463,24.38434638,1.950470139,2.730826734,0.345266889,29.41106761,,,,,,,,,,,,2.67E-08,7.64E-08,2.136,3.8448,1.304347826,4.5648,3.099550222,0.309079111,0.544870222,0.021298667,3.974817778,,,,,,,,,,,,,1.05E+01,27.48389661
322,LTREB,10/13/2021,DL,3,COBBLE,12.5,,,8.835511887,49.0004371,9.065466694,3.12140501,1.3359375,12.67838081,10.63327349,0.652096659,1.210672319,0.13925114,12.63536306,,,,,,,,,,,,8.61E-08,5.28E-07,7.7875,7.7875,1.222222222,14.975,11.43930903,1.038220139,0.993250694,0.582984028,14.05384097,,,,,,,,,,,,,8.84E+00,22.07258252
323,LTREB,10/13/2021,DL,4,COBBLE,21,,,11.88590894,81.88953984,13.26729802,4.935434864,1.35501355,13.51574929,15.95733561,1.163825668,1.655394265,0.294130929,19.07079063,,,,,,,,,,,,6.65E-08,3.24E-07,7.2891,7.23303,1.303030303,11.5206,9.6319146,1.0268601,1.0605,0.46956525,12.188904,,,,,,,,,,,,,1.19E+01,25.58925021
324,LTREB,10/13/2021,DL,5,COBBLE,17.75,,,11.01019127,92.85764054,21.47741421,7.36943775,1.516129032,13.29769676,25.42957465,2.430959235,2.659414671,0.634726466,31.15483992,,,,,,,,,,,,3.25E-08,8.58E-08,2.494342105,4.315211842,1.285714286,22.294,3.674222908,0.306137987,0.426153211,0.120587895,4.527126289,,,,,,,,,,,,,1.10E+01,29.10379756
3,LTREB,7/21/2020,GC,1,COBBLE,25.75,41.30721648,3.121717181,20.61034849,106.5779968,34.5761395,9.057974573,1.247058824,4.996337578,39.59248735,9.813309799,3.787650075,2.064390262,55.25807703,1.997631754,14.8953846,1.201236771,2.253130593,2.381333333,0.97519171,2.46190485,0.645504502,0.285242785,0.240216834,3.632884718,3.24E-06,5.72E-07,5.937715909,2.156328409,1.462962963,12.566,6.68511083,0.777480284,0.78164008,0.22989717,8.47417167,64.93288655,272.4510822,295.1273228,132.1766813,1.655462185,365.1133866,174.4128032,-9.647816953,0.203487545,530.0835231,,,8.75E+01,413.8528896
4,LTREB,7/21/2020,GC,5,COBBLE,32.75,43.56373864,4.372742419,15.15260474,77.44664647,41.13174558,2.60725819,1.068817204,6.678089636,42.89419976,7.740629845,2.732975142,1.35079747,54.71886654,5.350178959,41.9198681,5.519195976,2.605385159,1.485714286,1.036597173,7.391866224,-2.423237709,1.870697673,0.32652051,7.165909927,2.85E-07,1.44E-06,4.580321429,1.540653571,1.428571429,5.904825,3.798695893,1.23935825,1.623096238,0.901370452,7.562548905,115.749064,369.4616589,,,1.504201681,145.9601196,47.04951451,4.742319347,2.912494789,200.6652401,,,1.36E+02,200.0448815
157,LTREB,7/21/2020,GC,2,COBBLE,35.25,,,41.36567561,279.7269047,75.68291134,27.61158847,1.312903226,5.74643828,86.41503041,30.20011479,6.620398034,3.513802568,126.7498205,5.153756305,39.50082958,10.1393374,6.146973302,1.448369565,0.390939541,13.85342613,2.103931838,0.774703154,0.588805808,17.32095543,5.00E-07,2.68E-06,5.728891304,2.578001087,1.714285714,12.5913,6.771820793,1.556672185,1.038766924,0.335028261,9.702329543,188.2383768,708.5245737,,,2.013333333,173.7529056,57.94929403,5.834167661,1.069649105,238.6069287,,,2.35E+02,280.7931829
158,LTREB,7/21/2020,GC,3,COBBLE,21.5,,,35.06670508,9.577358161,22.75263568,3.886069633,1.358803987,6.070687653,25.27911938,4.381415876,2.41428684,0.987819278,33.06279974,0.531978022,2.438914622,0.371484345,0.072111667,1.489361702,0.186028622,0.421993039,0.009903712,0.003432077,-0.017284866,0.41804658,4.66E-08,1.06E-07,1.5308,0.34443,1.6,0,1.138763267,0.043011467,0.298526067,-0.029965267,1.4503427,52.61321092,133.2236651,0.024381195,0.004063532,1.508130081,0.024417944,0.013344133,0.001460835,0.000254366,0.039477384,,,8.82E+01,26.86429363
159,LTREB,7/21/2020,GC,4,COBBLE,32.5,,,7.365849529,29.31608112,11.93120307,2.753354554,1.285140562,3.261598171,13.71951593,1.53645483,1.238078015,0.391481153,16.88561832,1.761373383,15.74479566,0.682095204,1.529329247,1.509615385,0.374056546,0.825433888,0.167349833,0.268445674,-0.024043016,1.23719095,2.15E-07,1.31E-06,2.60325,1.648725,1.6,0,2.8901925,0.54690675,0.343923125,0.109422625,3.890462875,22.33138508,42.13850522,45.17399554,9.96144517,1.598130841,49.27528502,21.93219825,-0.658231057,0.806468397,71.35595922,,,3.15E+01,66.71042735
7,LTREB,8/4/2020,GC,1,COBBLE,33.375,2.296274361,12.16651273,6.753197917,29.70658807,17.03208894,6.113570928,1.06012024,20.66366321,20.42558324,6.825567506,0.59027215,0.688400231,28.52993537,4.103830452,32.93703922,2.110280815,1.383857226,1.395348837,6.082788692,2.878380473,0.363449512,0.231761393,0.085687676,3.559297445,9.69E-07,8.91E-06,16.20204545,20.65760795,1.778443114,24.03,27.48041369,5.84161108,1.767461114,2.040914625,37.13057649,46.33196332,367.6812069,,,,,,,,,,,5.72E+01,50.78437741
8,LTREB,8/4/2020,GC,3,COBBLE,39,4.184504042,13.25385242,1.756891517,5.881767253,9.585752891,2.335252566,0.982725528,10.1575065,10.97501849,1.985689399,0.538710299,0.303714219,13.80319962,3.624465641,22.00401399,2.871979807,2.241392936,1.459627329,8.600506212,4.127432972,0.592361619,0.318005471,0.164011279,5.201837765,4.68E-07,3.41E-06,15.6195,15.9666,1.492753623,16.7505,24.2611785,3.9061295,1.01299575,1.25739575,30.4378555,130.1853282,558.1835034,115.8497356,46.33989425,1.510416667,144.4633593,36.45181288,8.10031548,2.678537005,191.6948518,,,1.36E+02,183.8269893
9,LTREB,8/4/2020,GC,4,COBBLE,36.25,5.386423616,10.07133775,1.124753531,4.109676364,4.273630821,2.315845891,1.177966102,9.430625762,5.603729956,0.913312629,0.329177506,0.184744445,7.030999576,6.31358531,41.56443663,2.528590917,2.486447735,1.544117647,5.855850375,3.886884612,0.454986421,0.259203456,0.17436781,4.775467816,3.85E-07,2.95E-06,27.65357143,20.09492857,1.450980392,15.04375,38.58570833,4.931601905,3.027044167,1.789013452,48.33361988,135.3606176,771.0070892,154.7975125,122.1180376,1.48,216.8243862,87.3025117,-1.315488973,5.796339066,308.6088592,,,1.43E+02,264.9007091
175,LTREB,8/4/2020,GC,2,COBBLE,31,,,7.862362349,26.03769349,60.52385271,22.49197229,1.107305936,56.60900891,73.83977729,15.23079169,3.082155297,2.075496713,94.22866516,7.979670323,54.13899404,2.556686371,2.812355009,1.396103896,11.59875772,4.18494036,0.636206888,0.29423404,-0.138786379,4.976618798,8.28E-07,6.24E-06,20.37415385,25.97704615,1.66,23.064,34.62468692,7.097116154,2.098142,2.535300821,46.35546846,174.5516704,477.6313906,258.6635633,230.2105713,1.47972973,392.8381177,163.3276819,-6.921648041,4.666261618,553.9123507,,,1.90E+02,505.4875223
176,LTREB,8/4/2020,GC,5,COBBLE,33.625,,,8.96002982,37.75524016,7.670059114,3.195857964,1.059288538,35.32030075,9.471121206,2.56610432,0.11091491,0.245132394,12.39332686,25.30695445,198.735297,,,,7.081621272,,,,,,1.04E-06,7.77E-06,30.07588125,30.56966438,1.490272374,12.6127375,47.39061098,9.2327256,2.4542215,2.638654625,61.71651196,129.2854517,546.4774108,136.7590636,69.43152459,1.508196721,176.245893,46.67291468,-72.14150794,5.296425188,156.0747362,,,1.64E+02,233.1076251
10,LTREB,8/18/2020,GC,1,COBBLE,22.25,84.54011792,245.317473,4.777279551,20.18242771,12.98010004,5.192040016,1.109489051,9.213625496,15.90155464,4.32838995,1.116602389,0.716470081,22.0631105,0.98415934,5.083020766,1.992435991,0.918253109,1.392344498,1.340835988,2.472344097,0.360249255,0.300533711,0.107813682,3.240956644,2.45E-08,3.89E-08,1.18815,1.51489125,1.47826087,5.097475,2.029737338,0.667576763,0.792343638,0.301354,3.791025088,25.01775666,188.2194612,28.20344477,5.18445676,1.551912568,31.6686813,3.246826046,1.619628952,-0.677188693,35.85813867,,,3.08E+01,52.07231738
12,LTREB,8/18/2020,GC,4,COBBLE,25.25,46.77584047,147.9877178,21.7146803,131.1694895,14.60996501,9.272682995,1.388400703,34.06240072,19.5160356,5.728816173,1.56649594,1.204678296,28.01614178,23.23399394,141.8510626,7.251749012,7.524587094,1.656167979,14.02644819,11.25036697,2.801090041,0.882332971,0.800412974,15.73427287,2.37E-07,1.49E-06,12.87061364,16.08826705,1.634285714,24.651575,21.26160526,4.790233739,2.103030034,2.393029727,30.54804108,322.4646895,1619.054534,170.6860335,63.92967801,1.515337423,207.9225662,49.69411412,1.751295658,-3.151420928,256.2176941,,,3.67E+02,259.950574
195,LTREB,8/18/2020,GC,2,COBBLE,30,,,27.99139739,116.700194,15.14188919,14.51676532,1.639506173,31.3836634,22.29761054,7.24314608,2.063967018,0.375718954,31.98056278,9.815286793,69.72887302,2.369383341,2.907879554,1.5,11.33759744,4.053689512,0.515977257,0.39608205,0.20242913,5.168204571,1.53E-07,7.98E-07,4.005,5.6515,1.5,12.33,7.404126667,1.012386667,0.969106667,0.55525,9.94092,57.12511034,905.9756549,202.6831638,48.60960624,1.339449541,233.7949652,48.51687223,8.473868756,-0.154080634,290.63297,,,9.49E+01,267.5503919
196,LTREB,8/18/2020,GC,3,COBBLE,18.25,,,8.207660903,45.41572367,23.48780007,-2.955641827,1.012875536,19.25222614,21.05432248,2.401193288,0.420934309,0.856244231,24.73283194,15.54311169,127.2491427,14.28809954,19.88846016,1.204597701,8.78266484,25.56968718,7.422179232,1.563520597,1.091412294,35.64694694,4.89E-07,3.42E-06,4.497923077,9.145776923,1.777777778,25.696,9.705730442,2.400151558,1.247085673,0.839856577,14.19288602,23.25389961,1071.924798,128.6037136,45.27555395,1.434579439,155.9498209,38.91468799,1.15325682,-0.434742706,195.5838873,,,4.70E+01,212.279561
197,LTREB,8/18/2020,GC,5,COBBLE,40,,,5.176847659,20.62934771,17.29509361,5.070449132,1.197424893,14.50557917,20.05037661,2.167706623,1.840812106,0.632809533,24.69183494,3.928453082,25.11403935,0.037460606,7.068816385,1.529850746,3.336379082,4.067714359,0.735527217,0.448892548,0.30426725,5.556428031,1.39E-07,5.58E-07,5.34,10.3596,1.553571429,15.824,10.234932,2.673796,1.790298,1.271018,15.970112,69.75708647,437.0529988,64.94524957,16.88576489,1.471428571,75.89983481,11.49597403,3.36609688,-0.570645773,90.19171076,,,7.89E+01,110.2528578
210,LTREB,9/1/2020,GC,1,COBBLE,31.75,,,16.13471802,127.1135176,48.07444459,11.36305054,1.197761194,35.07547395,55.65065203,14.49636554,3.192414371,1.70956457,75.0493192,0.059803683,0.280369955,0.0772625,0.011675222,1.316239316,0.104752903,0.084576941,0.008930246,0.008247706,0.001612429,0.103367863,4.23E-08,2.29E-07,3.633107143,3.572555357,1.545454545,23.491825,7.111882071,3.000592714,4.359302214,1.717221429,16.18904832,7.502643877,52.08240208,,,,,,,,,,,2.37E+01,62.84711104
211,LTREB,9/1/2020,GC,2,COBBLE,22,,,17.06421807,77.91431946,21.19645966,4.272069963,1.203846154,43.94956885,23.91428054,5.333939015,1.899382922,0.930130834,32.07787776,,,,,,,,,,,,5.68E-08,7.07E-07,2.273806452,0.644245161,1.625,8.9584,3.735340258,1.812988774,1.487773419,1.742925161,8.779060258,,,,,,,,,,,,,1.71E+01,27.6496208
212,LTREB,9/1/2020,GC,3,COBBLE,24.25,,,12.93466561,41.52936115,16.05499146,5.290061935,1.061124694,43.2597512,19.84701493,4.909131275,2.040015228,0.808370745,27.60465028,1.27616266,4.13130624,1.732553036,0.814299927,1.208791209,2.210573286,1.928053368,0.374598298,0.130615032,0.05147348,2.484751859,2.42E-08,3.53E-07,1.233285714,1.356614286,1.666666667,8.242575,2.832903476,1.439366833,1.396657964,1.03787344,6.706823655,7.791431946,36.66790046,,,,,,,,,,,2.20E+01,24.60797178
213,LTREB,9/1/2020,GC,4,COBBLE,36.25,,,7.815984778,19.60134402,8.085247499,0.863154801,1.183783784,30.66648687,8.748215697,2.214818471,0.934323639,0.508350832,12.40576184,1.346313608,3.901561885,4.474981579,0.762947679,1.366459627,3.063550354,4.969869976,0.558125571,0.682695848,0.063051713,6.273774431,1.65E-08,5.04E-07,2.639659091,1.055863636,1.625,10.31675,5.52395625,3.353503977,3.558164886,3.027801023,15.46347557,83.66114357,462.862677,,,,,,,,,,,9.28E+01,19.24204192
214,LTREB,9/1/2020,GC,5,COBBLE,35,,,9.063502468,28.86009996,14.80630459,4.027951679,1.132575758,23.3862215,17.8004368,4.006865321,1.887856606,0.95062963,24.64589808,,,,,,,,,,,,9.55E-09,1.42E-07,1.625217391,0.365673913,1.6,8.2915,2.97754587,1.823751087,1.255002609,1.898083478,7.954411957,4.695436779,11.77132906,,,,,,,,,,,1.38E+01,20.77798267
18,LTREB,9/29/2020,GC,2,COBBLE,20.5,,,20.47940005,93.37792674,,,1.13732834,61.35682506,60.53253057,8.951228401,6.045394799,1.508184395,77.03771656,5.526725511,29.73581763,,,1.312625251,76.57057805,19.48570261,1.086153124,2.182695814,0.376990492,23.13167088,6.90E-08,7.33E-07,,,1.315789474,6.01675,7.519508091,0.671162545,0.952171886,0.335944682,9.478837523,105.8790684,639.951865,125.0226767,32.01515273,1.315254237,144.1866238,16.16637866,12.73734216,2.044365173,175.1356201,,,1.32E+02,231.7243651
