date,site,sample,average.depth,cobble,sand,gravel,pebble,epilithon_gm2,epiphyton_gm2,filamentous_gm2,epilithon_chla_mgm2,epiphyton_chla_mgm2,filamentous_chla_mgm2,total.algal.biomass.g.m2,fila_macro_gm2,doy
2020-07-20,BN,4,24.5,1,0,0,0,1.546828401,0,0,3.090584629,0,0,1.55,0,202
2020-07-20,BN,5,27.25,1,0,0,0,0.957794275,0.069482844,133.0554577,2.690415186,0.037386568,6.051249384,134,133.0554577,202
2020-07-27,BN,1,35.72,1,0,0,0,5.235408267,0,0,3.557041289,0,0,5.24,0,209
2020-07-27,BN,2,32.0675,1,0,0,0,7.219735767,0,0,5.084490592,0,0,7.22,0,209
2020-07-27,BN,3,26.035,1,0,0,0,8.431799729,0,19.44248664,11.47270096,1.450854667,19.26560071,27.9,19.44248664,209
2020-07-27,BN,4,25.0825,1,0,0,0,9.030936059,0,0,7.674813089,0,0,9.03,0,209
2020-07-27,BN,5,21.9075,1,0,0,0,2.987731521,0,0,4.072511257,0,0,2.99,0,209
2020-08-03,BN,1,29.75,1,0,0,0,4.435878272,0,0,4.121164439,0,0,4.44,0,216
2020-08-03,BN,2,34.75,1,0,0,0,2.043584801,0,0,7.432171897,0,0,2.04,0,216
2020-08-03,BN,3,30.75,1,0,0,0,5.507851566,0,0,15.23322959,0,0,5.51,0,216
2020-08-03,BN,5,24,1,0,0,0,1.739158917,0,0,10.55396419,0,0,1.74,0,216
2020-08-10,BN,1,22.75,1,0,0,0,5.359532419,0,0,23.6129944,0,0,5.36,0,223
2020-08-10,BN,2,26.5,1,0,0,0,6.566128723,0,0,26.71995362,0,0,6.57,0,223
2020-08-10,BN,3,26.375,1,0,0,0,4.026664409,0,0,43.21924083,0,0,4.03,0,223
2020-08-10,BN,4,20.5,1,0,0,0,13.65137446,0,0,27.31070179,0,0,13.7,0,223
2020-08-10,BN,5,22.25,1,0,0,0,4.058232336,0,0,28.77493878,0,0,4.06,0,223
2020-08-24,BN,1,18,1,0,0,0,8.796928866,0,0,32.70726819,0,0,8.8,0,237
2020-08-24,BN,2,23,1,0,0,0,23.45380025,0,0,93.58186223,0,0,23.5,0,237
2020-08-24,BN,3,21,1,0,0,0,13.95770027,0,0,66.31177804,0,0,14,0,237
2020-08-24,BN,4,19.75,1,0,0,0,15.02165631,0,0,43.41305899,0,0,15,0,237
2020-08-24,BN,5,24.75,1,0,0,0,8.815635785,0,0,40.21609043,0,0,8.82,0,237
2020-09-02,BN,1,20.625,1,0,0,0,11.39531998,0,0,25.94922939,0,0,11.4,0,246
2020-09-02,BN,2,29,1,0,0,0,19.22779023,0,0,34.37854573,0,0,19.2,0,246
2020-09-02,BN,3,25,1,0,0,0,9.033688315,0,0,50.60693024,0,0,9.03,0,246
2020-09-02,BN,4,23.25,1,0,0,0,9.079091567,0,0,55.60445501,0,0,9.08,0,246
2020-09-02,BN,5,25.5,1,0,0,0,5.565308533,0,0,28.9394726,0,0,5.57,0,246
2020-10-07,BN,1,31.875,1,0,0,0,4.13598297,0,0,32.95345483,0,0,4.14,0,281
2020-10-07,BN,2,33.25,1,0,0,0,9.031934541,0,0,39.86029604,0,0,9.03,0,281
2020-10-07,BN,3,34.25,1,0,0,0,9.031934541,0,0,38.2463516,0,0,9.03,0,281
2020-10-07,BN,4,32.75,1,0,0,0,12.22380267,0,0,75.50887952,0,0,12.2,0,281
2020-10-07,BN,5,29.625,1,0,0,0,10.49633558,0,0,61.29615616,0,0,10.5,0,281
2020-07-20,DL,3,29.125,0,0,0,1,4.856783959,0,0.380690254,10.96743538,0,0,5.24,0.380690254,202
2020-07-20,DL,4,16.125,0,0,0,1,4.083077463,0,0,4.121506033,0,0,4.08,0,202
2020-07-27,DL,4,29.75,0,0,0,1,4.529412869,0,0,53.1336912,0,0,4.53,0,209
2020-07-27,GR,5,24.875,1,0,0,0,5.907878995,0,6.821631393,9.269110208,0,4.013317798,12.7,6.821631393,209
2020-08-03,DL,1,31.125,0,0,0,1,2.102190072,0,1.693778329,4.317368565,0,3.55671411,3.8,1.693778329,216
2020-08-03,DL,2,22.75,0,0,0,1,1.956148553,0,1.398229197,4.563083781,0,6.069995584,3.35,1.398229197,216
2020-08-03,DL,5,30.625,0,0,0,1,2.89840333,0,0,8.529618008,0,0,2.9,0,216
2020-08-10,DL,2,25.375,0,0,0,1,1.166418943,0,2.344185321,4.762349325,0,2.178918383,3.51,2.344185321,223
2020-08-10,DL,3,19.875,0,0,0,1,1.131768626,0,1.225390662,3.202651078,0,2.780349626,2.36,1.225390662,223
2020-08-10,DL,5,24.25,0,0,0,1,2.524264942,0,3.381597814,6.203890717,0,5.028603489,5.91,3.381597814,223
2020-08-17,DL,1,17.5,0,0,0,1,2.112842623,0,3.892885924,4.622465342,0,5.232400862,6.01,3.892885924,230
2020-08-17,DL,2,18.625,0,0,0,1,3.831410937,0,3.776207389,7.384924685,0,8.033025924,7.61,3.776207389,230
2020-08-17,DL,3,19.5,0,0,0,1,1.438094432,0,1.456204132,5.274596146,0,2.649483442,2.89,1.456204132,230
2020-08-17,DL,5,23.75,0,0,0,1,3.030520949,0,4.019317245,7.063140314,0,6.937921194,7.05,4.019317245,230
2020-08-24,DL,4,30.25,0,0,0,1,1.646208911,0,3.657234926,5.851397614,0,8.015259388,5.3,3.657234926,237
2020-09-14,DL,3,27.25,0,0,0,1,2.210924041,0,1.718245639,6.359790758,0,4.763494758,3.93,1.718245639,258
2020-09-28,DL,3,26.5,0,0,0,1,2.352979711,0,2.101055885,15.13592338,0,4.535078548,4.45,2.101055885,272
2020-10-05,GR,5,28.125,1,0,0,0,9.708891188,0,1.951807577,53.3158647,0,7.940278813,11.7,1.951807577,279
2020-10-19,DL,1,31.875,0,0,0,1,2.98375365,0,0,11.95217424,0,0,2.98,0,293
2020-10-19,GR,4,21.125,1,0,0,0,10.51211954,0,0,37.06218145,0,0,10.5,0,293
2021-09-22,NA,2,0,1,0,0,0,0,0,0,0,0,0,0,30.9447523,265
